rank,total_amount_eth,total_amount_usd,address_short,last_campaign_end,last_found_date,min_unclaimed_days,max_unclaimed_days,avg_unclaimed_days,avg_claim_probability,total_campaigns,unique_tokens,unique_chains,max_score,total_expected_value,urgency,profit_tier,value_density,inactivity_score,time_decay_risk,recommended_action,opportunity_type,tokens_breakdown,chains_breakdown,whale_flag,is_diversified,address_score
2559,0.00336851,7.36,0xf558...ce3f,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7684255,1.84,low,micro,0.86,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0034ETH,Base:0.0034ETH,no,no,31.7453
2577,0.00334806,7.3100000000000005,0x8e64...9522,2026-04-16,2026-04-13,0.0,0.0,0.0,57.0,2,2,1,19.198940999999998,1.46,low,micro,0.5,very_low,very_high,monitor_monthly,speculative,PYUSD:0.002ETH; RLUSD:0.0014ETH,Ethereum:0.0033ETH,no,yes,21.1873
2595,0.00330223,7.21,0x9452...72cc,2026-04-14,2026-04-13,0.0,0.0,0.0,57.0,1,1,1,19.265111499999996,1.44,low,micro,0.84,very_low,very_high,monitor_monthly,speculative,USDT:0.0033ETH,Ethereum:0.0033ETH,no,no,20.1916
2613,0.00325574,7.12,0xb0f2...9aaa,2026-04-16,2026-04-13,0.0,0.0,0.0,88.0,2,1,1,28.4813935,1.78,low,micro,0.41,very_low,very_high,monitor_monthly,high_confidence_low_value,QUICK:0.0033ETH,Base:0.0033ETH,no,no,30.9109
2631,0.00322602,7.05,0xf342...40a3,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.761301,1.76,low,micro,0.82,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0032ETH,Base:0.0032ETH,no,no,31.7374
2649,0.00317362,6.9399999999999995,0x2f5e...5347,2026-04-09,2026-04-13,3.0,3.0,3.0,57.0,2,2,1,19.182093499999997,1.3900000000000001,low,micro,0.42,very_low,very_high,monitor_monthly,speculative,RLUSD:0.0016ETH; PYUSD:0.0015ETH,Ethereum:0.0032ETH,no,yes,21.1769
2667,0.00311408,6.8,0x5a05...9113,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.755703999999998,1.7,low,micro,0.79,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0031ETH,Base:0.0031ETH,no,no,31.7313
2685,0.00305703,6.68,0x95cf...eedd,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7528515,1.67,low,micro,0.78,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0031ETH,Base:0.0031ETH,no,no,31.7281
2703,0.00302632,6.61,0x1b5e...e5e6,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.751316,1.65,low,micro,0.77,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.003ETH,Base:0.003ETH,no,no,31.7264
2721,0.00299993,6.55,0xfaf4...e46f,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.749996499999998,1.64,low,micro,0.76,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.003ETH,Base:0.003ETH,no,no,31.725
2739,0.0029653,6.48,0x1dc7...6d57,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.748264999999996,1.62,low,micro,0.76,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.003ETH,Base:0.003ETH,no,no,31.7231
2757,0.00293211,6.4,0x2952...9ed3,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.746605499999998,1.6,low,micro,0.75,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0029ETH,Base:0.0029ETH,no,no,31.7213
2775,0.00288043,6.29,0xbbe7...80fd,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7440215,1.57,low,micro,0.73,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0029ETH,Base:0.0029ETH,no,no,31.7184
2793,0.00284975,6.22,0x3617...0919,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7424875,1.55,low,micro,0.73,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0028ETH,Base:0.0028ETH,no,no,31.7167
2811,0.00280457,6.13,0x159a...2663,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.740228499999997,1.53,low,micro,0.71,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0028ETH,Base:0.0028ETH,no,no,31.7143
2829,0.00275209,6.01,0x7165...d7dc,2026-04-24,2026-04-13,0.0,0.0,0.0,80.0,1,1,1,26.1376045,1.5,low,micro,0.7,very_low,very_high,monitor_monthly,high_confidence_low_value,WELL:0.0028ETH,Base:0.0028ETH,no,no,27.7514
2847,0.00270901,5.92,0xba43...de24,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7354505,1.48,low,micro,0.69,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0027ETH,Base:0.0027ETH,no,no,31.709
2865,0.00267512,5.84,0xc703...08f1,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.733756,1.46,low,micro,0.68,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0027ETH,Base:0.0027ETH,no,no,31.7071
2883,0.00263374,5.75,0x6c94...6f32,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.731686999999997,1.44,low,micro,0.67,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0026ETH,Base:0.0026ETH,no,no,31.7049
2901,0.00260754,5.7,0x464b...f999,2026-04-16,2026-04-13,0.0,0.0,0.0,88.0,2,1,1,28.4651885,1.42,low,micro,0.33,very_low,very_high,monitor_monthly,high_confidence_low_value,QUICK:0.0026ETH,Base:0.0026ETH,no,no,30.8769
2919,0.00256503,5.6,0x4be3...662f,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7282515,1.4,low,micro,0.65,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0026ETH,Base:0.0026ETH,no,no,31.7011
2937,0.00255065,5.57,0x0f71...6916,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7275325,1.39,low,micro,0.65,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0026ETH,Base:0.0026ETH,no,no,31.7003
2955,0.00254372,5.56,0xde28...8117,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.727185999999996,1.39,low,micro,0.65,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0025ETH,Base:0.0025ETH,no,no,31.6999
2973,0.00253531,5.54,0x04df...99cf,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7267655,1.39,low,micro,0.65,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0025ETH,Base:0.0025ETH,no,no,31.6994
2991,0.00252043,5.5,0x2275...b4c4,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.726021499999998,1.38,low,micro,0.64,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0025ETH,Base:0.0025ETH,no,no,31.6986
3009,0.00250009,5.46,0x52af...b806,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.725004499999997,1.36,low,micro,0.64,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0025ETH,Base:0.0025ETH,no,no,31.6975
3027,0.00246565,5.39,0xf738...1cd7,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.723282499999996,1.35,low,micro,0.63,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0025ETH,Base:0.0025ETH,no,no,31.6956
3045,0.00242179,5.29,0xe98d...9109,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.721089499999998,1.32,low,micro,0.62,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0024ETH,Base:0.0024ETH,no,no,31.6932
3063,0.00239569,5.23,0x2687...5775,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7197845,1.31,low,micro,0.61,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0024ETH,Base:0.0024ETH,no,no,31.6918
3081,0.00236777,5.17,0x3683...4d26,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.718388499999996,1.29,low,micro,0.6,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0024ETH,Base:0.0024ETH,no,no,31.6902
3099,0.00233201,5.09,0x80d0...66b3,2026-01-01,2026-04-13,102.0,102.0,102.0,95.0,1,1,1,30.6166005,1.27,low,micro,0.59,medium,low,monitor_monthly,high_confidence_low_value,OP:0.0023ETH,Optimism:0.0023ETH,no,no,32.6783
3117,0.002293,5.01,0x1ffe...eed9,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.71465,1.25,low,micro,0.58,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0023ETH,Base:0.0023ETH,no,no,31.6861
3135,0.00226166,4.94,0xe168...20a3,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.713082999999997,1.24,low,micro,0.58,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0023ETH,Base:0.0023ETH,no,no,31.6844
3153,0.00222554,4.86,0xd085...87b7,2026-02-18,2026-04-13,53.0,53.0,53.0,95.0,2,1,1,30.5556385,1.22,low,micro,0.28,low,medium,monitor_monthly,high_confidence_low_value,MORPHO:0.0022ETH,Arbitrum:0.0022ETH,no,no,33.1668
3171,0.0022017,4.81,0xb9fc...0d54,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.710085,1.2,low,micro,0.56,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0022ETH,Base:0.0022ETH,no,no,31.6811
3189,0.00217873,4.76,0x1642...239d,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.708936499999997,1.19,low,micro,0.56,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0022ETH,Base:0.0022ETH,no,no,31.6798
3207,0.00214821,4.69,0xab8a...89ba,2026-04-30,2026-04-13,0.0,0.0,0.0,77.0,1,1,1,25.207410499999998,1.17,low,micro,0.55,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0021ETH,Ethereum:0.0021ETH,no,no,26.7282
3225,0.00212416,4.64,0xa49a...bbdd,2026-04-30,2026-04-13,0.0,0.0,0.0,65.0,1,1,1,21.606208,0.93,low,micro,0.54,very_low,very_high,monitor_monthly,speculative,wstETH:0.0021ETH,Ethereum:0.0021ETH,no,no,22.7668
3243,0.00209923,4.58,0xc050...ccb9,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.7049615,1.15,low,micro,0.53,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0021ETH,Base:0.0021ETH,no,no,31.6755
3261,0.00206987,4.52,0x958d...23a1,2026-03-18,2026-04-13,26.0,47.0,36.5,94.0,2,1,1,30.5513945,1.13,low,micro,0.27,low,high,monitor_monthly,high_confidence_low_value,QUICK:0.0021ETH,Polygon:0.0021ETH,no,no,32.8586
3279,0.00204634,4.47,0x270c...5d7f,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.702316999999997,1.12,low,micro,0.52,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.002ETH,Base:0.002ETH,no,no,31.6725
3297,0.00203322,4.44,0xa747...e047,2026-02-18,2026-04-13,53.0,53.0,53.0,95.0,2,1,1,30.5508305,1.12,low,micro,0.26,low,medium,monitor_monthly,high_confidence_low_value,MORPHO:0.002ETH,Arbitrum:0.002ETH,no,no,33.1567
3315,0.00200952,4.38,0xc6fa...22b5,2026-02-18,2026-04-13,53.0,53.0,53.0,95.0,2,1,1,30.550238,1.1,low,micro,0.26,low,medium,monitor_monthly,high_confidence_low_value,MORPHO:0.002ETH,Arbitrum:0.002ETH,no,no,33.1555
3333,0.0019867,4.34,0x76a9...ad97,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.699334999999998,1.08,low,micro,0.51,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.002ETH,Base:0.002ETH,no,no,31.6693
3351,0.00195661,4.27,0xe35e...1012,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.6978305,1.07,low,micro,0.5,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.002ETH,Base:0.002ETH,no,no,31.6676
3369,0.00191971,4.19,0x59bb...f189,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.6959855,1.05,low,micro,0.49,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0019ETH,Base:0.0019ETH,no,no,31.6656
3387,0.00189525,4.14,0x7753...2bed,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.6947625,1.03,low,micro,0.48,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0019ETH,Base:0.0019ETH,no,no,31.6642
3405,0.00186833,4.08,0x8c59...71c9,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.693416499999998,1.02,low,micro,0.48,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0019ETH,Base:0.0019ETH,no,no,31.6628
3423,0.00185121,4.04,0xa737...4b9a,2026-02-18,2026-04-13,53.0,53.0,53.0,95.0,1,1,1,30.5925605,1.01,low,micro,0.47,low,medium,monitor_monthly,high_confidence_low_value,MORPHO:0.0019ETH,Arbitrum:0.0019ETH,no,no,32.6518
3441,0.00182458,3.99,0x95ee...3e9c,2026-04-24,2026-04-13,0.0,0.0,0.0,80.0,1,1,1,26.091229,1.0,low,micro,0.46,very_low,very_high,monitor_monthly,high_confidence_low_value,WELL:0.0018ETH,Base:0.0018ETH,no,no,27.7004
3459,0.00179221,3.91,0xaea4...e16c,2026-04-25,2026-04-13,0.0,0.0,0.0,72.0,1,1,1,23.689610499999997,0.98,low,micro,0.46,very_low,very_high,monitor_monthly,high_confidence_low_value,USDC:0.0018ETH,Base:0.0018ETH,no,no,25.0586
3477,0.00178286,3.89,0xa478...e60f,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.689142999999998,0.97,low,micro,0.45,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0018ETH,Base:0.0018ETH,no,no,31.6581
3495,0.0017693,3.86,0xd568...ed4a,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.688464999999997,0.96,low,micro,0.45,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0018ETH,Base:0.0018ETH,no,no,31.6573
3513,0.00175395,3.83,0x1804...935d,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.6876975,0.96,low,micro,0.45,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0018ETH,Base:0.0018ETH,no,no,31.6565
3531,0.00172679,3.77,0xf729...f80a,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.6863395,0.94,low,micro,0.44,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0017ETH,Base:0.0017ETH,no,no,31.655
3549,0.00171179,3.74,0x1c8e...fb76,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.6855895,0.94,low,micro,0.44,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0017ETH,Base:0.0017ETH,no,no,31.6541
3567,0.00170229,3.72,0x6068...7601,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.685114499999997,0.93,low,micro,0.43,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0017ETH,Base:0.0017ETH,no,no,31.6536
3585,0.00169967,3.71,0xb18d...d896,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.684983499999998,0.93,low,micro,0.43,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0017ETH,Base:0.0017ETH,no,no,31.6535
3603,0.00169792,3.71,0x8325...118c,2026-04-14,2026-04-13,0.0,0.0,0.0,92.0,1,1,1,29.684896,0.93,low,micro,0.43,very_low,very_high,monitor_monthly,high_confidence_low_value,MORPHO:0.0017ETH,Base:0.0017ETH,no,no,31.6534
